Unnamed: 0.1,label
19690,2
7283,0
707,1
8226,1
16958,1
10122,2
4783,0
8648,1
19265,2
8650,1
17144,1
2746,0
14351,1
16800,1
5485,0
9124,0
1715,1
19251,2
886,1
3265,2
18552,1
18419,2
9250,0
10359,0
17811,2
4892,0
5110,0
2604,1
17697,2
479,0
19870,2
11730,0
5543,1
11078,0
2185,1
11285,2
11177,2
5225,0
12244,1
14184,2
15709,2
18222,2
8918,0
2764,0
869,0
10686,0
9738,1
18800,2
6801,1
1183,2
4926,1
5859,0
14209,2
20055,2
9337,1
7735,1
12426,0
15350,1
6919,2
19924,1
10865,2
11803,0
17616,1
10021,1
19693,0
18304,2
3460,0
15950,2
10391,0
10372,2
12157,2
9483,1
1672,0
718,2
5591,1
2747,0
17456,1
9652,2
9435,1
7109,1
13627,2
9274,1
12581,2
7655,2
13250,2
1309,2
18490,2
18707,1
3784,0
11710,2
999,1
1443,0
5423,0
6416,1
3581,0
14028,2
4462,0
15980,1
19608,0
4327,1
15169,0
2412,0
16256,2
13495,0
8997,0
9145,0
15152,2
13946,0
12398,0
8967,2
13060,1
7317,0
15103,2
13364,0
3256,0
5857,0
16834,1
19111,2
4182,2
17744,1
13118,2
8797,2
15138,1
5746,2
7022,1
11776,2
15461,1
16306,1
1173,0
17517,1
8973,0
1857,0
3868,0
5498,0
562,0
17650,2
14025,2
2895,0
13239,0
1083,1
9235,0
6789,2
19754,0
3604,0
14906,1
3717,0
3449,2
19720,2
19428,1
1181,0
4680,1
4012,1
6220,0
8731,2
14951,0
17382,2
3512,1
15355,0
8594,0
7606,0
2917,0
12832,1
7641,1
15557,0
16891,2
5240,1
3020,0
10467,0
12923,2
2294,0
16735,2
19069,2
12400,0
18326,2
18679,2
10008,0
5151,1
12536,0
18106,2
6188,1
9526,1
399,0
1321,1
5231,0
15215,2
15192,2
12941,2
3182,1
18926,2
12957,2
16711,0
11304,0
5347,0
1886,0
14737,2
19216,0
11935,2
2481,1
6584,0
6107,1
6640,1
10017,2
12673,2
16748,2
7507,1
14470,2
17506,1
18848,2
18092,1
18524,1
13937,0
9666,0
15782,0
9380,1
4761,0
4248,1
13228,2
12317,2
16612,1
10541,0
18574,1
9584,0
5353,0
9284,0
4961,0
3298,1
19122,0
7307,0
7936,0
3314,1
751,0
10564,2
1879,1
9160,0
9371,0
10095,2
13502,0
17525,2
9039,0
8523,1
12687,0
13095,1
12372,0
9772,0
355,0
6893,1
16031,1
4931,1
11853,0
20056,2
5782,1
15028,2
13778,0
15500,2
8893,0
2845,1
9266,0
9570,0
17403,0
4561,1
5163,1
15056,2
842,2
19374,2
7394,1
2067,2
10796,0
12479,2
16334,1
15057,0
18724,1
4016,1
7983,1
586,0
16286,2
5285,1
17465,0
6189,1
9811,0
8409,0
11523,0
12354,2
4328,1
12465,0
19710,1
12790,0
7331,0
19212,1
2399,1
19718,1
9799,0
1149,1
9270,0
13999,2
3541,2
9427,0
7861,0
11458,2
10702,2
12502,2
15679,1
8076,1
16822,1
1621,0
6129,1
6766,2
648,0
15100,1
2691,0
12554,0
1795,0
1211,2
8173,0
2633,1
18048,1
14992,2
19286,1
10967,0
2111,0
8078,0
11600,2
9439,1
19557,2
2112,0
3022,0
3179,2
757,0
2970,1
3619,2
20113,2
14483,2
13620,1
2306,1
3833,2
4768,0
6873,0
6178,0
17683,0
11749,2
3886,0
759,2
12872,2
18173,1
4656,1
1257,1
11648,0
5402,0
4033,1
7624,2
13652,0
182,0
9374,0
8203,0
9816,2
18408,0
11735,0
5331,1
3226,1
10632,2
6422,0
10443,2
14422,2
4984,2
12549,2
5280,2
15413,2
19262,2
11820,0
1499,0
2221,2
9062,0
11573,2
7411,1
8239,0
19529,1
3145,0
16413,2
3247,1
144,1
11525,2
10663,2
3289,1
13749,2
10604,0
15511,0
13998,1
10720,1
277,1
5312,0
4854,0
19998,2
3163,0
15008,2
18751,1
10360,0
9452,0
16265,1
13444,2
4158,1
5593,0
4447,1
4977,1
8619,1
1253,0
19473,1
2512,0
5655,0
16215,1
3575,2
14352,0
15853,2
5775,1
480,0
16787,1
9985,0
15839,0
12812,0
14759,2
2268,0
14645,2
18680,2
4729,0
17959,1
4794,0
652,1
6134,0
16005,1
12037,0
11915,0
5792,0
14047,0
18314,0
19108,1
17053,2
12177,1
11080,0
4835,0
8287,1
16944,0
15090,2
4705,1
16431,2
14519,0
1198,1
5297,1
5657,0
15854,2
295,2
2951,1
11154,2
12428,2
10276,0
9420,1
10451,0
7694,1
13666,0
5003,0
11247,2
3649,1
14657,2
19086,0
2664,1
7329,1
19486,1
16698,2
18361,0
9100,1
17113,2
5306,0
12041,2
296,1
3565,0
12346,2
1100,2
8247,0
12826,0
7418,1
9494,0
18934,2
1371,1
18147,0
13420,0
19263,2
2265,2
16881,1
9009,0
11245,0
15285,2
17798,0
12616,0
11332,0
5381,0
4199,0
703,0
7294,0
18772,2
9415,0
18829,1
16261,2
14575,2
19085,0
2323,2
15939,0
13296,0
11159,2
8494,1
17348,2
1890,1
4587,1
14724,0
11516,2
5467,0
787,0
16311,1
10292,0
12312,2
20111,0
5603,0
13404,2
17651,2
2532,0
1767,0
12039,2
835,0
13336,0
4188,2
17378,0
11760,0
986,0
3540,2
1151,1
2393,1
11184,0
4124,0
8614,0
10252,2
8188,2
8178,0
9959,1
11919,2
19410,1
17541,0
15649,2
12824,0
18882,2
13488,0
13112,1
8861,2
11755,2
2898,0
15038,2
10530,2
7008,0
2363,1
1281,0
6846,0
9571,0
19341,2
19453,2
10593,2
5032,0
5963,1
12472,0
7441,0
20107,2
19092,2
13141,2
2251,1
14869,2
5772,1
11641,2
913,0
3961,1
10800,0
1065,2
19729,2
441,2
8236,0
8897,0
10491,0
9057,0
13395,1
6030,1
10323,0
11168,2
12754,2
4078,2
15367,0
18235,2
19905,0
14386,0
361,0
3639,0
10364,2
6957,2
3664,1
9836,2
3758,0
8312,2
12731,1
1330,0
4392,2
6236,1
6156,0
17129,0
15674,0
3412,0
19980,1
11582,2
7160,1
3432,0
9188,1
13785,2
8682,1
10684,2
5801,2
16860,0
4364,1
10504,0
5953,0
2274,0
9283,0
15346,0
3996,2
14080,2
10524,0
18464,0
20067,1
16824,1
10016,0
8485,0
6744,0
13451,2
17006,0
13013,0
13759,0
17993,0
14621,2
7374,1
4565,0
7398,0
978,2
3045,0
7588,2
12918,0
9001,0
8021,0
10237,2
2803,2
6294,0
202,0
11447,2
3215,0
10506,2
19479,0
114,0
15344,2
19641,0
5431,0
4461,0
3692,0
3822,0
18001,0
19701,2
2860,0
13711,2
10070,2
18496,2
19064,0
14045,0
18624,1
11045,0
8399,1
15179,1
13344,0
12660,2
14143,0
17370,2
7126,0
12277,2
5848,0
6093,2
14289,2
10696,1
5552,0
3797,0
15109,2
153,0
1357,1
19,2
145,0
6910,0
16534,0
20038,2
12071,0
17960,0
12029,0
12678,0
14963,2
1388,0
13622,0
11518,2
17241,2
13478,0
14568,1
19073,0
5676,0
18242,2
3079,0
763,0
3951,1
15322,1
4647,1
9542,1
1565,2
19499,0
1865,0
373,0
11428,2
10459,0
14891,2
775,1
4254,1
545,1
8106,0
3174,2
17629,2
12878,2
13074,0
7163,1
17114,1
7954,0
1833,0
10927,1
7649,1
14991,1
16137,2
9067,1
4760,0
3074,0
1097,0
11155,1
10414,0
3324,0
252,0
2577,1
10370,2
18630,2
2509,2
4911,1
10318,2
5950,0
16686,1
5065,2
12748,0
19240,1
13282,0
11575,2
17536,2
16099,0
13804,0
9575,0
1389,1
14275,0
11521,0
16376,2
15588,1
6069,0
11132,0
7439,0
19208,0
88,0
13619,0
14769,1
16656,1
1011,0
17279,1
18777,1
4371,0
8549,0
14401,0
49,0
18730,0
8806,2
1883,2
3135,2
19267,0
3551,1
14764,0
1980,1
16479,2
18215,1
7396,1
6598,1
7631,0
8121,0
8400,0
11330,0
8836,2
4048,2
18875,0
12653,0
9759,0
6369,0
10846,2
9735,1
13815,0
19968,2
7969,2
10229,0
13259,2
15069,1
15162,2
18550,0
7019,1
16521,1
8933,1
18378,0
19872,2
18110,0
20054,1
18011,1
12358,0
15772,0
19612,2
16131,1
2421,0
14581,2
9597,1
7352,1
946,0
13224,2
19850,1
635,2
1177,0
18287,2
13307,2
15243,1
19481,0
19982,2
5382,0
5864,0
8704,2
16043,2
2938,1
12238,2
13103,2
15323,0
16147,2
16598,2
8008,0
16140,2
6084,1
8190,0
17030,2
68,1
19229,0
9638,1
17609,1
16397,2
10174,0
12200,0
19911,2
54,0
5861,1
1091,2
2772,1
9388,0
16167,2
18727,2
17431,1
84,0
13641,0
6542,1
14016,2
15392,1
19487,2
5198,0
6321,0
674,1
9976,1
13542,0
19330,0
5074,0
17948,1
14478,1
17799,1
3072,0
2109,2
13640,0
15634,2
17420,2
13099,0
8464,0
1055,0
5660,0
18017,1
687,2
16591,1
9474,1
13908,1
18804,0
2330,0
6666,1
2122,0
8651,1
18802,2
4582,1
13710,2
18722,2
16740,2
17701,1
19379,1
9430,1
7523,0
275,1
9564,1
7977,1
14034,1
6989,0
18169,1
6006,1
19320,2
6906,0
19564,0
160,0
14402,2
12919,2
3947,0
3971,0
8906,0
10100,2
11012,0
13088,2
2140,2
15555,1
3274,0
9259,0
17582,1
10163,0
5633,2
1262,0
3028,1
11277,1
10856,0
7274,0
393,0
15106,2
11466,2
7956,0
16741,2
9867,1
18578,0
18770,1
5705,0
6988,2
11777,2
5932,0
14622,2
13704,2
8375,2
937,1
2685,0
9463,1
16176,1
13252,2
4960,2
1750,1
5303,0
2241,2
19502,2
284,2
13191,2
9492,0
5757,0
10566,0
5031,0
19332,0
136,1
18877,1
12015,2
11126,0
80,0
582,1
3997,0
8199,1
16150,2
3511,1
11882,2
5314,0
2965,2
1485,1
6998,1
10698,2
18143,2
19139,0
4456,0
13213,0
3430,0
13789,2
13346,2
19588,1
13699,0
123,1
19653,0
9012,0
7173,0
13106,1
12052,0
3583,2
13052,0
15519,1
18631,1
19468,2
18412,2
15209,1
17078,2
15657,2
12266,1
5265,1
6506,1
10289,0
1924,1
5515,1
17729,2
10092,1
4118,0
4176,1
11550,2
3871,1
8604,0
10676,0
17390,0
16124,2
16318,0
11746,2
15875,0
19148,1
2030,0
10405,0
7643,2
14073,2
5562,0
3902,1
9208,1
10832,0
1396,0
10238,0
2650,0
12433,0
12206,2
10088,2
13065,2
301,1
18542,0
12758,2
4122,0
19886,0
4494,0
2922,1
18999,1
6241,2
2183,2
1152,1
4810,1
5516,1
12755,0
18974,2
9890,0
6479,2
16690,1
15743,2
1292,2
7306,0
18844,2
12586,0
6752,1
18817,0
8161,0
83,2
8320,1
14515,2
16161,1
11071,2
1418,2
13748,0
607,0
11024,0
11946,2
14688,1
18398,2
13327,0
1717,1
17802,0
4394,1
19184,2
2816,2
10794,2
3331,0
389,2
14163,0
3398,1
10885,2
3825,0
14673,2
13055,0
4488,1
14501,2
3989,0
14004,0
15273,1
1033,0
7938,0
7922,2
10559,2
13417,2
19435,0
8133,1
19881,0
1144,0
17056,2
9998,1
16091,0
2214,1
16077,1
19893,2
3350,2
7285,0
6257,1
16700,2
2937,0
3780,0
19365,2
17672,0
15913,1
7831,2
13901,2
4335,0
3879,2
6104,0
6005,1
1637,0
2230,1
9229,0
3976,0
15660,1
11379,0
7509,0
17093,2
6374,0
6808,0
19894,0
5367,0
10450,2
11773,2
16439,1
2918,0
9760,0
2499,2
19166,1
18258,1
10688,2
8211,0
8623,1
9815,0
13431,1
18673,0
14583,0
3665,1
14932,1
18423,1
2940,2
5290,2
7823,0
6215,0
10080,2
6194,1
15785,2
3093,1
13473,0
6313,1
18895,0
5987,0
4064,1
900,0
6230,0
4022,0
17263,1
655,1
19516,2
1066,2
14901,1
8438,1
12254,2
4324,1
15237,0
18334,2
12636,1
11909,0
12656,2
10623,0
8879,0
8449,2
12374,2
20118,2
17806,1
14634,1
11421,0
6799,1
20105,2
6531,0
7120,0
12808,2
10436,2
16884,1
5073,0
6802,0
8291,1
11662,2
8922,1
15745,2
8210,2
17538,0
19802,1
17116,2
17365,2
2730,0
13452,2
6795,1
19654,0
4980,2
5831,2
6051,1
10075,2
4746,0
15235,1
7679,2
8911,1
9324,0
16675,2
3981,1
17660,0
1332,0
7907,2
19089,2
6401,1
2855,0
1193,1
15204,2
10283,0
18906,2
2264,2
12297,0
14072,2
402,0
15079,0
19785,0
18473,0
17495,1
3001,1
14859,0
4944,1
9189,0
7863,0
14142,0
10501,0
5024,2
16056,1
12946,0
3451,1
10496,0
14155,2
6601,2
18555,1
18152,0
16495,1
493,0
17588,0
7393,1
4062,1
5799,1
16212,1
10811,0
18823,0
5947,1
14756,1
5319,0
15600,2
10186,1
17540,2
1416,1
14238,2
3264,2
9780,0
18393,2
6190,1
15450,0
11253,1
15688,2
3693,0
9410,0
8530,2
4695,1
16617,0
4701,1
11251,2
18548,1
8435,0
13149,2
30,0
15960,2
7799,0
11435,0
5454,1
5439,1
15366,0
5259,1
9201,1
2156,0
17906,1
4504,2
11614,2
16722,1
19609,0
11653,0
3820,1
9718,0
10397,2
3615,0
16574,0
7637,1
14587,2
13923,1
14733,2
341,1
17520,2
4082,1
6142,2
19574,0
11180,2
710,0
9978,1
195,0
15542,2
16965,1
19364,1
10281,0
5446,0
9536,0
5779,1
14776,2
14980,2
16866,2
16490,2
16252,0
16897,1
20013,2
6198,1
9806,1
791,0
13173,1
20041,2
16579,2
12568,0
12098,0
15363,0
14603,2
9717,0
16993,0
19228,2
5272,0
18359,1
17134,1
13466,2
15906,2
16341,2
18197,1
237,0
3306,0
13875,1
4853,2
2468,0
13051,0
1358,1
8466,0
6986,0
6442,0
9092,0
18145,2
15836,1
1123,1
12550,2
3770,1
15516,2
15140,0
16198,0
16443,0
8140,1
17195,0
16442,0
2159,0
14961,1
3437,2
256,1
16851,2
5658,0
7620,0
1827,0
11646,2
2039,2
17347,0
13436,2
4992,2
9421,0
20049,1
4972,0
7645,1
13841,0
8829,1
13950,2
15589,1
7039,0
2511,2
968,1
7363,2
975,2
416,1
15689,0
5648,0
7314,1
10440,2
7895,0
17918,1
8734,0
3814,1
7071,0
15789,2
16900,1
5559,1
17696,2
16719,2
1132,1
5445,1
6853,2
16295,0
1310,1
6499,1
15228,1
5503,1
17200,2
9790,1
17821,0
10681,1
18420,2
9093,1
4595,1
13753,0
6482,0
6682,1
14157,0
18299,1
576,0
6099,1
13386,0
521,1
17835,1
13872,2
4134,1
2271,0
3368,0
5176,0
13411,0
9990,0
18327,2
10899,0
2406,1
15651,2
13122,0
10327,2
13375,2
9288,0
10138,0
12022,1
19936,0
2143,1
7678,2
15396,0
16006,2
9493,0
17253,2
9289,2
14041,2
19135,2
11173,1
8096,1
14078,2
5173,2
13313,0
16385,2
16320,2
5922,0
17393,0
9991,1
15807,2
6824,2
9585,1
7616,0
11052,0
11586,0
8443,1
8660,1
17787,0
6939,1
756,0
3714,0
3323,0
12036,0
3379,0
17475,0
3636,0
18814,2
11172,0
8573,2
9359,1
19291,2
18131,2
6645,0
7978,0
1820,1
15900,1
1899,0
3685,2
10335,0
19293,2
621,1
13050,2
4056,1
1785,0
3220,1
4356,0
6224,0
16034,0
17516,0
3499,0
3427,1
15333,0
16848,2
10300,0
14172,1
13077,2
5203,0
9505,0
6434,2
4905,0
2023,2
2660,1
2942,0
7217,1
19590,1
16544,0
9019,1
230,0
10279,2
7781,1
985,1
18302,2
17728,1
11337,1
14818,1
4037,1
9294,0
4951,2
15131,2
9788,0
9524,1
878,0
11455,1
15441,2
12615,2
9251,0
19010,2
8985,1
7882,2
3059,2
5964,0
16727,0
9302,1
8165,0
14098,0
20022,1
11675,0
8229,0
1201,0
8991,0
17578,2
3635,0
4574,1
17019,0
16283,0
10390,0
4206,0
5316,0
7380,1
9442,0
4577,2
1086,0
8946,0
6007,2
8779,0
1960,2
1343,1
9273,1
4841,0
9098,1
4200,0
1775,0
14993,1
13873,0
2614,1
9165,2
6492,0
19673,1
14187,1
3516,2
2714,0
11718,2
7456,0
19008,1
13811,2
7864,0
16337,2
9027,1
9858,1
10970,0
2682,2
9572,1
14071,2
9915,0
9733,0
17392,0
5910,2
1536,0
2333,0
12701,2
2386,0
7051,0
13419,0
14832,2
11620,2
6841,0
12344,0
13552,2
8329,1
2,0
15395,0
1185,0
18481,2
15217,0
1521,2
14804,2
19437,1
445,0
16060,0
9186,1
408,1
5035,0
15938,0
14278,1
11878,0
18089,2
12968,2
13995,2
10129,0
14299,1
16166,2
2362,1
4459,1
17890,1
16462,1
16873,1
8481,1
19358,1
6926,1
13506,0
1853,1
7161,1
4154,1
3054,1
15374,1
3942,0
15697,2
14808,0
7551,0
8098,1
7415,1
19917,2
5674,0
18462,1
15677,2
14246,2
1153,0
4917,2
11913,2
12198,0
15581,0
14276,0
19655,2
9291,0
3518,0
14822,1
7450,2
12991,2
17224,0
14824,0
10321,0
5249,0
10147,1
10430,0
13645,2
15877,2
10587,2
19028,2
3426,1
10332,2
17171,0
10830,2
18453,1
6809,2
11714,0
722,1
367,0
996,0
3553,0
6162,2
17739,0
12390,1
7209,1
6632,1
8468,1
3278,0
14230,1
16737,0
10373,2
14115,1
9888,0
10645,2
885,1
18573,2
7708,0
6916,1
9740,1
8327,1
13153,0
2573,1
4852,1
7599,2
16299,2
2760,1
4830,0
15930,0
19513,0
18115,2
1435,1
18564,0
13874,2
405,0
6001,0
10166,2
8747,0
5405,1
17735,0
2096,0
14046,2
15296,2
7033,0
294,1
18837,2
5274,2
7373,0
11887,0
5374,2
19383,0
14585,1
16483,2
1333,1
380,2
6297,1
14108,1
17509,1
7632,0
19899,1
12845,0
2835,0
8914,0
7372,0
2126,0
7739,1
11310,2
13798,2
4793,2
6391,1
14138,1
9703,0
12719,0
6154,0
16345,2
10448,0
14844,1
1479,1
19348,0
13447,2
12506,2
18951,2
18957,0
13240,2
5037,0
19477,2
14786,2
5998,0
13838,2
13702,2
13399,1
603,0
18810,1
14803,2
1615,0
675,1
4739,2
4398,1
6232,1
5095,0
438,0
16157,1
11404,0
13479,2
12194,0
19546,2
13197,2
15393,2
7920,0
3854,0
2723,0
15962,1
970,0
9398,0
1517,0
282,1
15742,1
16050,1
498,1
17858,2
12278,2
7462,1
17118,0
10907,0
20137,2
6866,2
9924,1
12175,2
264,1
8839,2
15425,1
339,2
13292,0
10655,2
18896,0
3328,0
11814,0
7759,1
5637,0
19038,2
10827,0
9469,0
10923,0
12767,2
15294,1
6518,0
1267,2
7117,1
18684,1
15695,2
4967,1
15432,0
16654,0
2474,0
18193,0
10799,0
8941,1
14783,2
2249,0
18766,0
14006,1
18851,2
19414,2
3401,1
7990,2
15757,0
522,0
19758,0
13053,0
5681,1
18026,1
938,2
10694,2
19183,0
17350,2
9081,0
4276,2
11693,1
16941,2
8017,0
15448,2
9350,0
14562,1
9932,1
3257,0
2158,0
1180,1
3417,2
6263,0
9231,0
8310,1
4230,0
6529,0
3332,0
1078,2
11046,2
14790,1
18709,2
3977,2
2966,0
12876,0
14346,0
17547,0
11756,1
1269,1
672,1
18991,1
12429,2
10087,1
754,0
11689,2
13624,0
8300,1
5410,0
12128,2
1127,0
9379,0
1210,1
16217,2
1998,0
13772,0
666,0
10035,0
17987,2
8950,0
8577,0
15132,2
14359,0
15714,2
12512,0
19059,2
14415,0
3592,0
13656,2
8331,0
8846,1
16753,0
1851,0
10265,2
11495,1
12121,2
9781,2
13626,0
13956,0
8954,0
15976,0
13739,1
10740,0
8815,1
7035,0
4956,2
4731,0
17081,1
4568,0
365,0
6970,0
12281,2
16932,0
8179,1
12976,2
2050,1
16423,2
17073,0
165,0
8756,1
12011,2
14328,1
15149,1
18155,0
8974,1
17942,2
8091,1
4616,1
16035,2
5102,0
15348,1
8925,1
18160,1
1164,1
12069,2
3545,1
17099,2
3459,0
10298,0
6606,1
19540,2
17900,0
14719,2
10030,1
5167,1
20143,2
10841,2
12587,2
15618,0
8427,0
5673,0
139,2
15524,2
19594,0
13783,0
18316,2
3826,2
9529,1
9357,1
18714,0
4376,1
11866,1
16693,2
17707,0
18206,2
15046,0
4555,0
2194,1
13195,0
10678,0
5880,2
15973,1
5753,1
549,1
9394,1
9376,2
8882,1
12009,1
17300,0
2345,0
18803,1
9277,1
18047,2
12314,0
20144,2
10661,2
593,1
11596,0
9952,0
14651,1
6246,1
13511,0
16726,1
14851,2
6040,1
4031,1
14103,2
11548,0
4322,2
3462,0
16370,0
7052,1
3399,0
6607,1
18853,2
1835,0
11591,0
140,1
3655,1
16609,2
12837,0
7391,1
9159,0
12255,2
12320,2
7785,2
2124,0
821,1
4074,1
196,1
4891,0
13927,2
14141,2
14739,2
16478,1
4096,2
8649,2
13667,2
4464,0
11165,0
19960,0
270,0
14129,2
10102,0
472,0
17642,2
4149,0
13117,2
16750,0
9820,2
4738,1
9285,2
14748,0
706,0
16383,2
6302,0
11888,2
7493,0
859,0
5993,2
105,0
8794,2
5550,0
1050,1
14866,0
13741,0
209,0
12520,0
311,1
2467,1
14235,2
15330,1
1791,2
19959,1
11044,0
1681,0
2630,1
12847,0
2800,1
1611,0
1489,0
1753,2
19580,0
7548,0
11371,2
10078,2
8360,2
16178,0
8929,2
8951,0
8120,1
18518,2
11239,2
13762,0
9554,1
17796,2
5130,2
963,1
12879,2
15736,1
13325,0
17298,1
48,0
16790,1
18158,2
6435,0
4819,2
1689,2
15871,1
1687,0
13354,2
20123,1
16420,1
8317,1
7263,0
933,1
14017,1
14057,0
14766,1
17732,0
8366,1
11844,0
18381,0
3270,1
12928,2
2856,1
15050,2
11809,2
8762,1
17832,1
12298,2
18409,1
150,0
8416,1
14133,2
17069,1
14396,0
8931,1
5027,2
1497,1
957,1
15111,0
15946,2
9616,0
2578,2
10543,0
626,1
190,2
5862,1
15065,1
1079,2
13525,0
1696,0
9921,1
16015,2
18589,2
16116,2
7500,0
948,0
13925,2
2891,0
8541,0
2382,1
6164,1
7756,0
6213,0
18922,2
3872,0
935,1
1781,1
10981,0
16346,1
3075,0
2032,0
13152,2
3497,2
8593,0
